transaction_id,date,month,quarter,channel,campaign_objective,customer_segment,lifecycle_stage,device,geo_region,ad_budget_level,campaign_daily_spend_usd,cost_attributed_usd,landing_variant,cta_variant,lead_magnet,checkout_simplified,webinar_invited,webinar_attended,new_product_offer,lead_score,converted_to_sale,days_to_close,aov_usd,revenue_usd,gross_margin_pct,gross_profit_usd,contribution_profit_usd
TX-008415,2025-03-01,2025-03,2025Q1,Webinar,nurture,B2B Services,new_visitor,mobile,AR,organic_or_owned,68.69,4.52,baseline,standard,0,0,0,0,0,39,0,,0.0,0.0,0.781,0.0,-4.52
TX-008416,2025-03-01,2025-03,2025Q1,Webinar,launch,B2B Services,new_visitor,desktop,MX,organic_or_owned,3.15,5.48,baseline,standard,0,0,0,0,0,79,1,2,966.86,966.86,0.761,735.78,708.3
TX-008417,2025-03-01,2025-03,2025Q1,Google Ads,launch,B2B Services,new_visitor,mobile,ES,medium,233.08,10.21,landing_v2,standard,0,0,0,0,0,58,0,,0.0,0.0,0.728,0.0,-10.21
TX-008418,2025-03-01,2025-03,2025Q1,TikTok Ads,cold_acquisition,Creator,new_visitor,desktop,AR,medium,212.01,9.22,landing_v2,standard,0,0,0,0,0,49,0,,0.0,0.0,0.66,0.0,-9.22
TX-008419,2025-03-01,2025-03,2025Q1,Facebook Ads,cold_acquisition,Enterprise,new_visitor,mobile,MX,medium,394.23,7.52,landing_v2,standard,0,0,0,0,0,64,0,,0.0,0.0,0.746,0.0,-7.52
TX-008420,2025-03-01,2025-03,2025Q1,Facebook Ads,retargeting,Ecommerce,known_lead,mobile,ES,medium,386.89,10.65,baseline,standard,0,0,1,0,0,57,0,,0.0,0.0,0.725,0.0,-10.65
TX-008421,2025-03-01,2025-03,2025Q1,Google Ads,cold_acquisition,B2B Services,new_visitor,mobile,AR,medium,246.8,9.46,baseline,standard,0,0,0,0,0,40,0,,0.0,0.0,0.696,0.0,-9.46
TX-008422,2025-03-01,2025-03,2025Q1,Facebook Ads,nurture,Ecommerce,new_visitor,desktop,US Hispanic,medium,264.25,8.77,landing_v2,standard,0,0,0,0,0,48,0,,0.0,0.0,0.773,0.0,-8.77
TX-008423,2025-03-01,2025-03,2025Q1,Facebook Ads,launch,B2B Services,new_visitor,desktop,ES,medium,500.34,14.83,baseline,standard,0,0,0,0,0,55,0,,0.0,0.0,0.765,0.0,-14.83
TX-008424,2025-03-01,2025-03,2025Q1,Webinar,retargeting,Creator,new_visitor,mobile,MX,organic_or_owned,27.31,8.49,landing_v2,standard,0,0,0,0,0,63,0,,0.0,0.0,0.82,0.0,-8.49
TX-008425,2025-03-01,2025-03,2025Q1,Facebook Ads,retargeting,SMB,known_lead,desktop,MX,medium,282.82,12.17,landing_v2,standard,0,0,0,0,0,72,0,,0.0,0.0,0.693,0.0,-12.17
TX-008426,2025-03-01,2025-03,2025Q1,Google Ads,nurture,Creator,new_visitor,mobile,CL,medium,298.01,12.25,baseline,standard,0,0,0,0,0,39,0,,0.0,0.0,0.658,0.0,-12.25
TX-008427,2025-03-01,2025-03,2025Q1,Facebook Ads,retargeting,SMB,new_visitor,mobile,ES,medium,466.51,9.12,landing_v2,standard,0,0,0,0,0,65,0,,0.0,0.0,0.701,0.0,-9.12
TX-008428,2025-03-01,2025-03,2025Q1,Facebook Ads,cold_acquisition,B2B Services,returning_customer,desktop,MX,medium,514.97,11.72,baseline,standard,0,0,0,0,0,62,0,,0.0,0.0,0.673,0.0,-11.72
TX-008429,2025-03-01,2025-03,2025Q1,Webinar,nurture,Creator,returning_customer,desktop,CL,organic_or_owned,0.0,4.81,baseline,standard,0,0,1,0,0,75,0,,0.0,0.0,0.837,0.0,-4.81
TX-008430,2025-03-01,2025-03,2025Q1,Google Ads,launch,Creator,known_lead,desktop,MX,medium,273.9,9.92,landing_v2,standard,0,0,0,0,0,51,0,,0.0,0.0,0.719,0.0,-9.92
TX-008431,2025-03-01,2025-03,2025Q1,TikTok Ads,evergreen,SMB,returning_customer,desktop,AR,medium,214.77,9.95,landing_v2,standard,0,0,1,0,0,47,0,,0.0,0.0,0.735,0.0,-9.95
TX-008432,2025-03-02,2025-03,2025Q1,Facebook Ads,evergreen,Enterprise,new_visitor,desktop,ES,medium,432.92,11.44,landing_v2,standard,0,0,0,0,0,54,0,,0.0,0.0,0.704,0.0,-11.44
TX-008433,2025-03-02,2025-03,2025Q1,TikTok Ads,nurture,Creator,new_visitor,tablet,US Hispanic,medium,249.97,8.77,landing_v2,standard,0,0,0,0,0,32,0,,0.0,0.0,0.618,0.0,-8.77
TX-008434,2025-03-02,2025-03,2025Q1,Google Ads,cold_acquisition,Creator,new_visitor,desktop,ES,medium,170.71,14.32,landing_v2,standard,0,0,0,0,0,40,0,,0.0,0.0,0.814,0.0,-14.32
TX-008435,2025-03-02,2025-03,2025Q1,SEO / Blog,cold_acquisition,SMB,known_lead,mobile,ES,organic_or_owned,27.86,2.25,landing_v2,standard,0,0,0,0,0,45,0,,0.0,0.0,0.763,0.0,-2.25
TX-008436,2025-03-02,2025-03,2025Q1,TikTok Ads,nurture,SMB,new_visitor,desktop,ES,medium,333.73,8.87,landing_v2,standard,0,0,0,0,0,62,0,,0.0,0.0,0.738,0.0,-8.87
TX-008437,2025-03-02,2025-03,2025Q1,Facebook Ads,cold_acquisition,Ecommerce,new_visitor,mobile,MX,medium,435.61,8.62,landing_v2,standard,0,0,0,0,0,53,0,,0.0,0.0,0.678,0.0,-8.62
TX-008438,2025-03-02,2025-03,2025Q1,SEO / Blog,evergreen,Creator,new_visitor,tablet,CL,organic_or_owned,0.0,1.79,landing_v2,standard,0,0,1,0,0,62,0,,0.0,0.0,0.797,0.0,-1.79
TX-008439,2025-03-02,2025-03,2025Q1,TikTok Ads,cold_acquisition,B2B Services,returning_customer,mobile,CO,medium,330.77,7.02,landing_v2,standard,0,0,0,0,0,71,0,,0.0,0.0,0.788,0.0,-7.02
TX-008440,2025-03-02,2025-03,2025Q1,Email,nurture,B2B Services,returning_customer,desktop,US Hispanic,organic_or_owned,72.33,0.86,landing_v2,standard,0,0,0,0,0,90,0,,0.0,0.0,0.707,0.0,-0.86
TX-008441,2025-03-02,2025-03,2025Q1,Webinar,evergreen,SMB,known_lead,desktop,ES,organic_or_owned,23.89,6.28,landing_v2,standard,0,0,0,0,0,76,0,,0.0,0.0,0.755,0.0,-6.28
TX-008442,2025-03-02,2025-03,2025Q1,Facebook Ads,cold_acquisition,B2B Services,known_lead,desktop,ES,medium,448.51,9.29,baseline,standard,0,0,0,0,0,52,0,,0.0,0.0,0.709,0.0,-9.29
TX-008443,2025-03-02,2025-03,2025Q1,Email,retargeting,Enterprise,known_lead,tablet,MX,organic_or_owned,0.0,0.69,landing_v2,standard,0,0,1,1,0,80,0,,0.0,0.0,0.753,0.0,-0.69
TX-008444,2025-03-02,2025-03,2025Q1,Facebook Ads,cold_acquisition,Creator,known_lead,desktop,ES,medium,399.24,24.47,landing_v2,standard,0,0,0,0,0,52,0,,0.0,0.0,0.675,0.0,-24.47
TX-008445,2025-03-02,2025-03,2025Q1,Facebook Ads,cold_acquisition,Ecommerce,known_lead,desktop,ES,medium,531.65,12.0,landing_v2,standard,0,0,0,0,0,62,0,,0.0,0.0,0.654,0.0,-12.0
TX-008446,2025-03-02,2025-03,2025Q1,Afiliados,evergreen,SMB,known_lead,desktop,ES,organic_or_owned,18.12,6.08,landing_v2,standard,0,0,0,0,0,45,0,,0.0,0.0,0.701,0.0,-6.08
TX-008447,2025-03-02,2025-03,2025Q1,SEO / Blog,cold_acquisition,Ecommerce,new_visitor,desktop,CL,organic_or_owned,0.0,1.75,landing_v2,standard,0,0,0,0,0,61,0,,0.0,0.0,0.798,0.0,-1.75
TX-008448,2025-03-02,2025-03,2025Q1,SEO / Blog,cold_acquisition,SMB,new_visitor,desktop,ES,organic_or_owned,0.0,2.34,landing_v2,standard,0,0,0,0,0,63,0,,0.0,0.0,0.712,0.0,-2.34
TX-008449,2025-03-02,2025-03,2025Q1,SEO / Blog,cold_acquisition,B2B Services,new_visitor,tablet,ES,organic_or_owned,33.59,2.15,baseline,standard,0,0,0,0,0,52,0,,0.0,0.0,0.7,0.0,-2.15
TX-008450,2025-03-02,2025-03,2025Q1,Facebook Ads,evergreen,Ecommerce,returning_customer,mobile,ES,medium,383.97,12.74,baseline,standard,0,0,0,0,0,52,0,,0.0,0.0,0.758,0.0,-12.74
TX-008451,2025-03-02,2025-03,2025Q1,SEO / Blog,evergreen,SMB,new_visitor,desktop,US Hispanic,organic_or_owned,68.33,1.75,baseline,standard,0,0,0,0,0,51,0,,0.0,0.0,0.729,0.0,-1.75
TX-008452,2025-03-02,2025-03,2025Q1,Google Ads,retargeting,SMB,new_visitor,tablet,ES,medium,283.23,8.7,baseline,standard,0,0,0,0,0,54,1,2,707.32,707.32,0.73,516.34,485.64
TX-008453,2025-03-02,2025-03,2025Q1,SEO / Blog,cold_acquisition,Ecommerce,new_visitor,desktop,ES,organic_or_owned,0.0,1.53,landing_v2,standard,0,0,0,0,0,71,0,,0.0,0.0,0.766,0.0,-1.53
TX-008454,2025-03-02,2025-03,2025Q1,TikTok Ads,cold_acquisition,Enterprise,new_visitor,mobile,MX,medium,191.74,10.61,landing_v2,standard,0,0,0,0,0,46,0,,0.0,0.0,0.7,0.0,-10.61
TX-008455,2025-03-02,2025-03,2025Q1,Email,nurture,Ecommerce,new_visitor,mobile,ES,organic_or_owned,7.83,0.76,landing_v2,standard,0,0,1,1,0,58,0,,0.0,0.0,0.801,0.0,-0.76
TX-008456,2025-03-02,2025-03,2025Q1,Facebook Ads,cold_acquisition,Creator,new_visitor,desktop,MX,medium,334.67,11.86,baseline,standard,0,0,0,0,0,35,0,,0.0,0.0,0.724,0.0,-11.86
TX-008457,2025-03-02,2025-03,2025Q1,TikTok Ads,nurture,Enterprise,new_visitor,mobile,US Hispanic,medium,217.4,8.29,baseline,standard,0,0,0,0,0,52,0,,0.0,0.0,0.724,0.0,-8.29
TX-008458,2025-03-02,2025-03,2025Q1,SEO / Blog,evergreen,Creator,new_visitor,mobile,US Hispanic,organic_or_owned,0.0,1.71,landing_v2,standard,0,0,1,0,0,49,0,,0.0,0.0,0.69,0.0,-1.71
TX-008459,2025-03-02,2025-03,2025Q1,Email,evergreen,Creator,new_visitor,tablet,MX,organic_or_owned,0.0,0.77,landing_v2,standard,0,0,0,0,0,56,0,,0.0,0.0,0.774,0.0,-0.77
TX-008460,2025-03-02,2025-03,2025Q1,TikTok Ads,launch,Ecommerce,returning_customer,desktop,US Hispanic,medium,293.74,11.91,landing_v2,standard,0,0,1,1,0,59,1,8,747.73,747.73,0.768,574.26,540.35
TX-008461,2025-03-02,2025-03,2025Q1,Facebook Ads,nurture,Enterprise,returning_customer,desktop,US Hispanic,medium,541.72,18.59,landing_v2,standard,0,0,0,0,0,61,0,,0.0,0.0,0.719,0.0,-18.59
TX-008462,2025-03-02,2025-03,2025Q1,Afiliados,nurture,Ecommerce,known_lead,mobile,CO,organic_or_owned,18.84,7.03,landing_v2,standard,0,0,1,1,0,49,0,,0.0,0.0,0.646,0.0,-7.03
TX-008463,2025-03-02,2025-03,2025Q1,SEO / Blog,retargeting,B2B Services,known_lead,mobile,ES,organic_or_owned,0.0,1.53,landing_v2,standard,0,0,0,0,0,76,0,,0.0,0.0,0.793,0.0,-1.53
TX-008464,2025-03-03,2025-03,2025Q1,Google Ads,launch,Enterprise,new_visitor,desktop,ES,medium,352.63,9.69,landing_v2,standard,0,0,0,0,0,42,0,,0.0,0.0,0.745,0.0,-9.69
TX-008465,2025-03-03,2025-03,2025Q1,TikTok Ads,cold_acquisition,SMB,returning_customer,mobile,MX,medium,243.27,5.65,landing_v2,standard,0,0,1,0,0,81,0,,0.0,0.0,0.681,0.0,-5.65
TX-008466,2025-03-03,2025-03,2025Q1,Google Ads,cold_acquisition,SMB,known_lead,desktop,AR,medium,307.66,9.0,landing_v2,standard,0,0,0,0,0,58,0,,0.0,0.0,0.745,0.0,-9.0
TX-008467,2025-03-03,2025-03,2025Q1,Email,retargeting,Ecommerce,new_visitor,desktop,MX,organic_or_owned,0.0,0.61,baseline,standard,0,0,1,1,0,61,0,,0.0,0.0,0.745,0.0,-0.61
TX-008468,2025-03-03,2025-03,2025Q1,Email,retargeting,B2B Services,returning_customer,desktop,ES,organic_or_owned,0.0,0.72,landing_v2,standard,0,0,0,0,0,86,0,,0.0,0.0,0.742,0.0,-0.72
TX-008469,2025-03-03,2025-03,2025Q1,Email,retargeting,Ecommerce,new_visitor,desktop,ES,organic_or_owned,0.0,0.72,landing_v2,standard,0,0,0,0,0,46,1,2,1176.64,1176.64,0.758,891.89,869.17
TX-008470,2025-03-03,2025-03,2025Q1,Webinar,nurture,SMB,new_visitor,desktop,US Hispanic,organic_or_owned,39.06,3.94,baseline,standard,0,0,1,1,0,43,0,,0.0,0.0,0.713,0.0,-3.94
TX-008471,2025-03-03,2025-03,2025Q1,SEO / Blog,launch,Creator,known_lead,desktop,ES,organic_or_owned,8.54,1.91,landing_v2,standard,0,0,1,0,0,53,0,,0.0,0.0,0.718,0.0,-1.91
TX-008472,2025-03-03,2025-03,2025Q1,Email,evergreen,B2B Services,new_visitor,mobile,MX,organic_or_owned,4.32,0.44,landing_v2,standard,0,0,1,0,0,67,1,4,1274.24,1274.24,0.774,986.26,963.82
TX-008473,2025-03-03,2025-03,2025Q1,Facebook Ads,cold_acquisition,SMB,new_visitor,mobile,ES,medium,381.51,12.92,landing_v2,standard,0,0,0,0,0,41,0,,0.0,0.0,0.718,0.0,-12.92
TX-008474,2025-03-03,2025-03,2025Q1,Facebook Ads,evergreen,Ecommerce,new_visitor,desktop,ES,medium,468.26,11.97,landing_v2,standard,0,0,0,0,0,61,0,,0.0,0.0,0.746,0.0,-11.97
TX-008475,2025-03-03,2025-03,2025Q1,Facebook Ads,cold_acquisition,SMB,known_lead,mobile,ES,medium,439.85,10.09,baseline,standard,0,0,0,0,0,70,0,,0.0,0.0,0.701,0.0,-10.09
TX-008476,2025-03-03,2025-03,2025Q1,Email,nurture,SMB,known_lead,desktop,ES,organic_or_owned,22.75,0.6,baseline,standard,0,0,0,0,0,71,0,,0.0,0.0,0.808,0.0,-0.6
TX-008477,2025-03-03,2025-03,2025Q1,Facebook Ads,retargeting,B2B Services,known_lead,desktop,CO,medium,535.19,12.66,baseline,standard,0,0,1,0,0,36,0,,0.0,0.0,0.725,0.0,-12.66
TX-008478,2025-03-03,2025-03,2025Q1,Email,nurture,Creator,new_visitor,tablet,MX,organic_or_owned,0.0,0.7,baseline,standard,0,0,1,0,0,67,0,,0.0,0.0,0.726,0.0,-0.7
TX-008479,2025-03-03,2025-03,2025Q1,Afiliados,evergreen,Enterprise,returning_customer,mobile,MX,organic_or_owned,0.0,7.98,baseline,standard,0,0,1,1,0,73,0,,0.0,0.0,0.66,0.0,-7.98
TX-008480,2025-03-03,2025-03,2025Q1,Email,launch,B2B Services,new_visitor,desktop,MX,organic_or_owned,18.29,0.71,landing_v2,standard,0,0,0,0,0,53,0,,0.0,0.0,0.755,0.0,-0.71
TX-008481,2025-03-03,2025-03,2025Q1,Facebook Ads,cold_acquisition,Ecommerce,new_visitor,mobile,CL,medium,351.66,10.95,landing_v2,standard,0,0,0,0,0,41,0,,0.0,0.0,0.704,0.0,-10.95
TX-008482,2025-03-03,2025-03,2025Q1,Email,retargeting,SMB,returning_customer,tablet,AR,organic_or_owned,0.0,0.88,baseline,standard,0,0,0,0,0,90,1,4,823.25,823.25,0.727,598.5,575.62
TX-008483,2025-03-03,2025-03,2025Q1,Facebook Ads,retargeting,Ecommerce,known_lead,tablet,ES,medium,443.81,15.0,landing_v2,standard,0,0,0,0,0,73,0,,0.0,0.0,0.713,0.0,-15.0
TX-008484,2025-03-03,2025-03,2025Q1,SEO / Blog,nurture,Creator,new_visitor,desktop,ES,organic_or_owned,0.0,2.26,landing_v2,standard,0,0,0,0,0,49,0,,0.0,0.0,0.736,0.0,-2.26
TX-008485,2025-03-03,2025-03,2025Q1,Google Ads,nurture,Creator,returning_customer,mobile,CO,medium,368.3,11.33,landing_v2,standard,0,0,0,0,0,68,1,2,673.31,673.31,0.744,500.94,467.61
TX-008486,2025-03-03,2025-03,2025Q1,Facebook Ads,cold_acquisition,SMB,new_visitor,tablet,CO,medium,420.1,11.72,landing_v2,standard,0,0,0,0,0,45,0,,0.0,0.0,0.704,0.0,-11.72
TX-008487,2025-03-03,2025-03,2025Q1,Facebook Ads,cold_acquisition,Creator,known_lead,desktop,ES,medium,364.8,10.33,landing_v2,standard,0,0,1,0,0,72,0,,0.0,0.0,0.656,0.0,-10.33
TX-008488,2025-03-03,2025-03,2025Q1,TikTok Ads,evergreen,Creator,new_visitor,tablet,MX,medium,254.95,6.66,baseline,standard,0,0,0,0,0,32,0,,0.0,0.0,0.714,0.0,-6.66
TX-008489,2025-03-03,2025-03,2025Q1,Facebook Ads,cold_acquisition,B2B Services,new_visitor,desktop,ES,medium,388.99,16.2,landing_v2,standard,0,0,0,0,0,29,0,,0.0,0.0,0.713,0.0,-16.2
TX-008490,2025-03-03,2025-03,2025Q1,Afiliados,retargeting,B2B Services,known_lead,mobile,CL,organic_or_owned,0.0,7.45,landing_v2,standard,0,0,0,0,0,58,0,,0.0,0.0,0.676,0.0,-7.45
TX-008491,2025-03-03,2025-03,2025Q1,Email,evergreen,B2B Services,new_visitor,desktop,CO,organic_or_owned,0.0,0.8,baseline,standard,0,0,0,0,0,42,0,,0.0,0.0,0.817,0.0,-0.8
TX-008492,2025-03-03,2025-03,2025Q1,Google Ads,evergreen,Creator,new_visitor,desktop,ES,medium,289.15,7.22,landing_v2,standard,0,0,0,0,0,42,0,,0.0,0.0,0.73,0.0,-7.22
TX-008493,2025-03-04,2025-03,2025Q1,Email,evergreen,SMB,known_lead,mobile,ES,organic_or_owned,0.0,0.64,baseline,standard,0,0,1,0,0,72,0,,0.0,0.0,0.755,0.0,-0.64
TX-008494,2025-03-04,2025-03,2025Q1,Email,retargeting,SMB,known_lead,tablet,AR,organic_or_owned,0.0,0.74,landing_v2,standard,0,0,0,0,0,74,1,16,604.72,604.72,0.77,465.63,442.89
TX-008495,2025-03-04,2025-03,2025Q1,TikTok Ads,evergreen,SMB,known_lead,mobile,ES,medium,284.25,10.03,landing_v2,standard,0,0,0,0,0,62,0,,0.0,0.0,0.74,0.0,-10.03
TX-008496,2025-03-04,2025-03,2025Q1,Google Ads,retargeting,SMB,known_lead,mobile,CO,medium,361.19,8.36,landing_v2,standard,0,0,0,0,0,57,0,,0.0,0.0,0.725,0.0,-8.36
TX-008497,2025-03-04,2025-03,2025Q1,Webinar,nurture,Enterprise,new_visitor,desktop,CO,organic_or_owned,0.0,5.26,landing_v2,standard,0,0,1,0,0,72,0,,0.0,0.0,0.802,0.0,-5.26
TX-008498,2025-03-04,2025-03,2025Q1,SEO / Blog,launch,Ecommerce,new_visitor,tablet,ES,organic_or_owned,68.19,1.97,baseline,standard,0,0,1,0,0,55,0,,0.0,0.0,0.71,0.0,-1.97
TX-008499,2025-03-04,2025-03,2025Q1,Afiliados,evergreen,B2B Services,new_visitor,mobile,ES,organic_or_owned,0.0,7.02,landing_v2,standard,0,0,0,0,0,40,0,,0.0,0.0,0.656,0.0,-7.02
TX-008500,2025-03-04,2025-03,2025Q1,SEO / Blog,evergreen,Enterprise,known_lead,desktop,ES,organic_or_owned,14.83,1.61,landing_v2,standard,0,0,0,0,0,63,0,,0.0,0.0,0.727,0.0,-1.61
TX-008501,2025-03-04,2025-03,2025Q1,TikTok Ads,evergreen,Ecommerce,new_visitor,desktop,ES,medium,267.94,6.41,baseline,standard,0,0,0,0,0,47,0,,0.0,0.0,0.662,0.0,-6.41
TX-008502,2025-03-04,2025-03,2025Q1,TikTok Ads,evergreen,SMB,new_visitor,desktop,ES,medium,240.26,12.08,landing_v2,standard,0,0,0,0,0,46,0,,0.0,0.0,0.685,0.0,-12.08
TX-008503,2025-03-04,2025-03,2025Q1,Google Ads,nurture,Ecommerce,known_lead,desktop,MX,medium,290.78,7.36,baseline,standard,0,0,0,0,0,80,0,,0.0,0.0,0.687,0.0,-7.36
TX-008504,2025-03-04,2025-03,2025Q1,Facebook Ads,cold_acquisition,B2B Services,known_lead,mobile,ES,medium,388.78,19.36,baseline,standard,0,0,0,0,0,76,0,,0.0,0.0,0.748,0.0,-19.36
TX-008505,2025-03-04,2025-03,2025Q1,SEO / Blog,evergreen,Ecommerce,new_visitor,mobile,ES,organic_or_owned,0.0,1.57,landing_v2,standard,0,0,1,0,0,65,0,,0.0,0.0,0.771,0.0,-1.57
TX-008506,2025-03-04,2025-03,2025Q1,SEO / Blog,evergreen,SMB,new_visitor,desktop,MX,organic_or_owned,0.0,1.59,landing_v2,standard,0,0,1,0,0,47,0,,0.0,0.0,0.734,0.0,-1.59
TX-008507,2025-03-04,2025-03,2025Q1,Google Ads,nurture,B2B Services,new_visitor,desktop,ES,medium,412.91,6.9,baseline,standard,0,0,0,0,0,49,0,,0.0,0.0,0.752,0.0,-6.9
TX-008508,2025-03-04,2025-03,2025Q1,Webinar,evergreen,SMB,new_visitor,desktop,MX,organic_or_owned,1.9,5.07,landing_v2,standard,0,0,0,0,0,64,0,,0.0,0.0,0.708,0.0,-5.07
TX-008509,2025-03-04,2025-03,2025Q1,TikTok Ads,nurture,B2B Services,known_lead,mobile,ES,medium,300.99,8.52,landing_v2,standard,0,0,1,0,0,64,0,,0.0,0.0,0.642,0.0,-8.52
TX-008510,2025-03-04,2025-03,2025Q1,Facebook Ads,cold_acquisition,B2B Services,known_lead,desktop,US Hispanic,medium,425.94,14.33,baseline,standard,0,0,0,0,0,61,0,,0.0,0.0,0.729,0.0,-14.33
TX-008511,2025-03-04,2025-03,2025Q1,SEO / Blog,evergreen,B2B Services,new_visitor,desktop,ES,organic_or_owned,0.0,2.06,landing_v2,standard,0,0,0,0,0,72,0,,0.0,0.0,0.731,0.0,-2.06
TX-008512,2025-03-04,2025-03,2025Q1,Webinar,nurture,B2B Services,known_lead,mobile,MX,organic_or_owned,0.0,5.38,landing_v2,standard,0,0,0,0,0,62,0,,0.0,0.0,0.802,0.0,-5.38
TX-008513,2025-03-04,2025-03,2025Q1,SEO / Blog,evergreen,B2B Services,known_lead,desktop,ES,organic_or_owned,10.22,2.01,landing_v2,standard,0,0,0,0,0,52,0,,0.0,0.0,0.705,0.0,-2.01
TX-008514,2025-03-04,2025-03,2025Q1,Facebook Ads,cold_acquisition,Creator,new_visitor,mobile,ES,medium,340.78,13.99,landing_v2,standard,0,0,0,0,0,35,0,,0.0,0.0,0.728,0.0,-13.99
TX-008515,2025-03-04,2025-03,2025Q1,TikTok Ads,retargeting,SMB,new_visitor,desktop,MX,medium,207.29,9.24,landing_v2,standard,0,0,0,0,0,49,0,,0.0,0.0,0.77,0.0,-9.24
TX-008516,2025-03-04,2025-03,2025Q1,TikTok Ads,evergreen,SMB,known_lead,desktop,ES,medium,254.19,9.52,landing_v2,standard,0,0,0,0,0,71,0,,0.0,0.0,0.738,0.0,-9.52
TX-008517,2025-03-04,2025-03,2025Q1,Facebook Ads,cold_acquisition,SMB,known_lead,mobile,ES,medium,468.17,14.75,baseline,standard,0,0,0,0,0,34,0,,0.0,0.0,0.709,0.0,-14.75
TX-008518,2025-03-04,2025-03,2025Q1,Webinar,nurture,Ecommerce,new_visitor,mobile,ES,organic_or_owned,28.38,5.81,landing_v2,standard,0,0,0,0,0,27,0,,0.0,0.0,0.735,0.0,-5.81
TX-008519,2025-03-04,2025-03,2025Q1,Facebook Ads,retargeting,Ecommerce,new_visitor,mobile,AR,medium,349.84,17.18,landing_v2,standard,0,0,0,0,0,34,0,,0.0,0.0,0.704,0.0,-17.18
TX-008520,2025-03-04,2025-03,2025Q1,Google Ads,cold_acquisition,Ecommerce,new_visitor,mobile,MX,medium,347.32,11.29,baseline,standard,0,0,0,0,0,47,0,,0.0,0.0,0.734,0.0,-11.29
TX-008521,2025-03-04,2025-03,2025Q1,Google Ads,cold_acquisition,Creator,new_visitor,tablet,ES,medium,333.24,10.91,landing_v2,standard,0,0,0,0,0,46,0,,0.0,0.0,0.685,0.0,-10.91
TX-008522,2025-03-04,2025-03,2025Q1,TikTok Ads,evergreen,Ecommerce,new_visitor,mobile,ES,medium,237.23,12.25,landing_v2,standard,0,0,0,0,0,52,0,,0.0,0.0,0.708,0.0,-12.25
TX-008523,2025-03-04,2025-03,2025Q1,Webinar,nurture,SMB,new_visitor,mobile,MX,organic_or_owned,25.88,6.02,landing_v2,standard,0,0,1,0,0,62,0,,0.0,0.0,0.798,0.0,-6.02
TX-008524,2025-03-04,2025-03,2025Q1,SEO / Blog,evergreen,SMB,known_lead,mobile,MX,organic_or_owned,31.82,1.81,landing_v2,standard,0,0,0,0,0,70,0,,0.0,0.0,0.722,0.0,-1.81
TX-008525,2025-03-04,2025-03,2025Q1,SEO / Blog,evergreen,Creator,returning_customer,desktop,MX,organic_or_owned,0.0,1.45,baseline,standard,0,0,0,0,0,73,0,,0.0,0.0,0.762,0.0,-1.45
TX-008526,2025-03-04,2025-03,2025Q1,SEO / Blog,cold_acquisition,B2B Services,new_visitor,desktop,ES,organic_or_owned,0.0,1.42,landing_v2,standard,0,0,0,0,0,74,0,,0.0,0.0,0.719,0.0,-1.42
TX-008527,2025-03-04,2025-03,2025Q1,Google Ads,evergreen,B2B Services,returning_customer,desktop,ES,medium,342.5,9.37,landing_v2,standard,0,0,0,0,0,52,0,,0.0,0.0,0.721,0.0,-9.37
TX-008528,2025-03-04,2025-03,2025Q1,Email,evergreen,Creator,new_visitor,mobile,ES,organic_or_owned,41.24,0.65,landing_v2,standard,0,0,0,0,0,60,0,,0.0,0.0,0.838,0.0,-0.65
TX-008529,2025-03-05,2025-03,2025Q1,Facebook Ads,cold_acquisition,SMB,returning_customer,desktop,ES,medium,544.56,13.0,landing_v2,standard,0,0,0,0,0,63,0,,0.0,0.0,0.631,0.0,-13.0
TX-008530,2025-03-05,2025-03,2025Q1,TikTok Ads,cold_acquisition,SMB,new_visitor,desktop,ES,medium,341.86,9.04,landing_v2,standard,0,0,0,0,0,36,0,,0.0,0.0,0.7,0.0,-9.04
TX-008531,2025-03-05,2025-03,2025Q1,SEO / Blog,cold_acquisition,Enterprise,returning_customer,desktop,CO,organic_or_owned,0.0,1.5,landing_v2,standard,0,0,1,0,0,76,0,,0.0,0.0,0.754,0.0,-1.5
TX-008532,2025-03-05,2025-03,2025Q1,Email,nurture,Creator,known_lead,desktop,ES,organic_or_owned,0.92,0.53,landing_v2,standard,0,0,0,0,0,56,0,,0.0,0.0,0.793,0.0,-0.53
TX-008533,2025-03-05,2025-03,2025Q1,TikTok Ads,launch,Ecommerce,returning_customer,mobile,AR,medium,276.88,7.96,landing_v2,standard,0,0,0,0,0,57,0,,0.0,0.0,0.742,0.0,-7.96
TX-008534,2025-03-05,2025-03,2025Q1,SEO / Blog,cold_acquisition,SMB,known_lead,desktop,ES,organic_or_owned,0.0,2.25,baseline,standard,0,0,0,0,0,54,1,3,675.28,675.28,0.733,494.98,470.73
TX-008535,2025-03-05,2025-03,2025Q1,TikTok Ads,nurture,B2B Services,new_visitor,desktop,CL,medium,337.23,8.33,landing_v2,standard,0,0,0,0,0,45,1,2,818.06,818.06,0.72,589.0,558.67
TX-008536,2025-03-05,2025-03,2025Q1,Google Ads,cold_acquisition,SMB,known_lead,mobile,MX,medium,256.16,10.68,baseline,standard,0,0,0,0,0,45,0,,0.0,0.0,0.719,0.0,-10.68
TX-008537,2025-03-05,2025-03,2025Q1,TikTok Ads,nurture,B2B Services,new_visitor,desktop,CL,medium,246.65,10.54,landing_v2,standard,0,0,0,0,0,48,0,,0.0,0.0,0.734,0.0,-10.54
